College,Latitude,Longitude,City,State
Skidmore College,43.0831301,-73.7845651,Saratoga Springs,NY
Luther College,43.30330559999999,-91.7857092,Decorah,IA
Bethel University (Indiana),41.6619927,-86.15861559999999,Mishawaka,IN
Riverside City College,33.9806005,-117.3754942,Riverside,CA
Xavier University,39.1031182,-84.5120196,Cincinnati,OH
University of Colorado,40.0149856,-105.2705456,Boulder,CO
Penn State University,40.7933949,-77.8600012,State College,PA
University of Nebraska,40.8136634,-96.7025764,Lincoln,NE
Wichita State University,37.715538,-97.2953021,Wichita,KS
Averett University,36.5859718,-79.39502279999999,Danville,VA
Milligan University,35.5174913,-86.5804473,,TN
Lawrence Tech,42.4733688,-83.2218731,Southfield,MI
University of Houston,29.7600771,-95.37011079999999,Houston,TX
Carleton College,44.4582983,-93.161604,Northfield,MN
Syracuse University,43.0481221,-76.14742439999999,Syracuse,NY
Missouri Valley College,39.1230777,-93.1968704,Marshall,MO
University of Tennessee Southern,35.1998023,-87.0308412,Pulaski,TN
University of Tennessee Southern,35.20020919999999,-87.0364259,Pulaski,TN
California Lutheran University,34.1761133,-118.8487793,Thousand Oaks,CA
Mars Hill University,35.82649809999999,-82.5492999,Mars Hill,NC
University of Tulsa,36.1539816,-95.99277500000001,Tulsa,OK
University of Mobile (Ala.),30.6953657,-88.0398912,Mobile,AL
Iowa Central Community College,42.4974694,-94.16801579999999,Fort Dodge,IA
Charlotte,35.2270869,-80.8431267,Charlotte,NC
Concordia University Texas,30.267153,-97.7430608,Austin,TX
Bates College,44.100351,-70.21477639999999,Lewiston,ME
Shenandoah University,39.1856597,-78.1633341,Winchester,VA
DePauw University,39.6444898,-86.8647316,Greencastle,IN
Hobart College,42.8679836,-76.985557,Geneva,NY
Bloomsburg University of Pennsylvania,41.003698,-76.4549457,Bloomsburg,PA
University of Minnesota,44.977753,-93.2650108,Minneapolis,MN
Rochester Institute of Technology,43.15657789999999,-77.6088465,Rochester,NY
Lewis-Clark State College (Idaho),46.4040971,-117.0019991,Lewiston,ID
King University (Tenn.),36.5951059,-82.18874439999999,Bristol,TN
East Tennessee State University,36.3134397,-82.3534727,Johnson City,TN
Texas Wesleyan University,32.7554883,-97.3307658,Fort Worth,TX
Ithaca College,42.4439614,-76.5018807,Ithaca,NY
The University of Texas at Dallas,32.9483335,-96.7298519,Richardson,TX
The University of Texas at Dallas,32.9483335,-96.7298519,Richardson,TX
Bethel University (Tennessee),35.5174913,-86.5804473,,TN
University of Memphis,35.1495343,-90.0489801,Memphis,TN
Brown University,41.8239891,-71.4128343,Providence,RI
University Of South Carolina Sumter,33.9204354,-80.3414693,Sumter,SC
University of Louisville,38.2468618,-85.7663724,Louisville,KY
University of Oregon,44.0520691,-123.0867536,Eugene,OR
Southern Methodist University,32.7766642,-96.79698789999999,Dallas,TX
Kalamazoo College,42.2917069,-85.5872286,Kalamazoo,MI
East Texas Baptist University,32.5448714,-94.36741839999999,Marshall,TX
Union College (New York),42.8142432,-73.9395687,Schenectady,NY
Lipscomb University,36.1626638,-86.7816016,Nashville,TN
Eckerd College,27.7671271,-82.6384451,St. Petersburg,FL
Chestnut Hill College,39.9525839,-75.1652215,Philadelphia,PA
Tulane University,29.9508941,-90.07583559999999,New Orleans,LA
Florida National University,25.8575963,-80.2781057,Hialeah,FL
Campbellsville University,37.3433974,-85.3419069,Campbellsville,KY
Mississippi State University,33.4503998,-88.81838719999999,Starkville,MS
Whittier College,33.9791793,-118.032844,Whittier,CA
Ave Maria University,26.3368127,-81.43798509999999,Ave Maria,FL
Rhodes College,35.1538415,-89.988687,Memphis,TN
Ottawa University - Kansas,38.615768,-95.2686366,Ottawa,KS
Michigan State University,42.7369792,-84.48386540000001,East Lansing,MI
University of Denver,39.7392358,-104.990251,Denver,CO
Indiana Tech,41.079273,-85.1393513,Fort Wayne,IN
Allegheny College,41.6414438,-80.15144839999999,Meadville,PA
James Madison University,38.4495688,-78.8689155,Harrisonburg,VA
Irvine Valley College,33.6845673,-117.8265049,Irvine,CA
Loyola Marymount University,34.0549076,-118.242643,Los Angeles,CA
Connecticut College,41.3556539,-72.0995209,New London,CT
Hardin-Simmons University,32.4487364,-99.73314390000002,Abilene,TX
Salem University,39.2828653,-80.5589856,Salem,WV
Judson University,42.0354084,-88.2825668,Elgin,IL
Boston University,42.3600825,-71.0588801,Boston,MA
Stetson University,29.028318,-81.3031179,DeLand,FL
Millersville University of Pennsylvania,39.9978764,-76.3541274,Millersville,PA
University of Southern Mississippi,31.3271189,-89.29033919999999,Hattiesburg,MS
Ottawa University - AZ,33.6297848,-112.3716367,Surprise,AZ
"University of Hawaii, Manoa",21.3098845,-157.8581401,Honolulu,HI
Appalachian State University,36.216795,-81.6745517,Boone,NC
Kutztown University of Pennsylvania,41.2033216,-77.1945247,,PA
Cal Poly,35.2827524,-120.6596156,San Luis Obispo,CA
Centre College,37.6456329,-84.77217019999999,Danville,KY
Tuskegee University,32.3182314,-86.902298,,AL
Rutgers University,40.4966567,-74.4442802,New Brunswick,NJ
Dartmouth College,43.70195830000001,-72.2889045,Hanover,NH
Liberty University,37.4137536,-79.14224639999999,Lynchburg,VA
Lindsey Wilson College,37.102841,-85.3063504,Columbia,KY
Oberlin College,41.2939386,-82.21737859999999,Oberlin,OH
Elon University,36.1003316,-79.5066317,Elon,NC
Bethel College,38.0722333,-97.34559170000001,North Newton,KS
Coastal Alabama Community College,30.8829628,-87.7730474,Bay Minette,AL
Piedmont University,34.565098,-83.5451724,Demorest,GA
Harford Community College,39.5359406,-76.34829309999999,Bel Air,MD
Furman University,34.85261759999999,-82.3940104,Greenville,SC
Cedarville University,40.4172871,-82.90712300000001,,OH
University of Nevada,39.529919,-119.8142691,Reno,NV
Saint Mary's College of California,37.8349263,-122.1296871,Moraga,CA
Millenia Atlantic University,25.8080799,-80.3526917,Doral,FL
San Jose State University,37.33874,-121.8852525,San Jose,CA
Washington College (Maryland),39.21886629999999,-76.0690036,Chestertown,MD
University of North Florida,30.3321838,-81.65565099999999,Jacksonville,FL
West Virginia University,39.629526,-79.95589679999999,Morgantown,WV
Foothill College,37.3796627,-122.1374637,Los Altos Hills,CA
Indiana University-Bloomington,39.165325,-86.52638569999999,Bloomington,IN
Wabash College,40.0411536,-86.87445160000001,Crawfordsville,IN
Virginia Wesleyan University,36.8516437,-75.97921939999999,Virginia Beach,VA
College of William and Mary,37.2707022,-76.7074571,Williamsburg,VA
Sacramento State University,38.5781342,-121.4944209,Sacramento,CA
Barry University,25.8631515,-80.1928253,Miami Shores,FL
University of South Alabama,30.6953657,-88.0398912,Mobile,AL
Marshall University,38.4192496,-82.44515400000002,Huntington,WV
University of North Texas,33.2148412,-97.13306829999999,Denton,TX
Asbury University,37.8620226,-84.6616105,Wilmore,KY
Florida Gulf Coast University,26.6409247,-81.8605575,Fort Myers,FL
Lewis and Clark College (OR),45.515232,-122.6783853,Portland,OR
University of Cincinnati,39.1031182,-84.5120196,Cincinnati,OH
Mississippi Valley State University,33.49512,-90.3198067,Itta Bena,MS
Lewis University,41.6475306,-88.0895061,Romeoville,IL
Oglethorpe University,33.7501275,-84.3885209,Atlanta,GA
Gettysburg College,39.8309293,-77.2310955,Gettysburg,PA
University of Texas - San Antonio,29.4251905,-98.4945922,San Antonio,TX
"California State University, Fullerton",33.8703645,-117.9242123,Fullerton,CA
Keiser University,26.7144532,-80.0549456,West Palm Beach,FL
"University of Alabama, Birmingham",33.5185892,-86.8103567,Birmingham,AL
University of South Florida,27.9516896,-82.45875269999999,Tampa,FL
Olivet Nazarene University,41.1760108,-87.87952299999999,Bourbonnais,IL
University of Richmond,37.5407246,-77.4360481,Richmond,VA
University of Portland,45.515232,-122.6783853,Portland,OR
U.S. Naval Academy,38.9784453,-76.4921829,Annapolis,MD
Mount Marty University,42.87110879999999,-97.39728129999999,Yankton,SD
Rose-Hulman Institute of Technology,39.4667034,-87.41390919999999,Terre Haute,IN
Hampden-Sydney College,37.2423746,-78.4597173,Hampden Sydney,VA
"University of Missouri, Columbia",38.9517053,-92.3340724,Columbia,MO
University of Wyoming,41.3113669,-105.5911007,Laramie,WY
Charleston Southern University,32.7833163,-79.9319664,Charleston,SC
Mercer University,32.8406946,-83.6324022,Macon,GA
UNC Asheville,35.5975104,-82.54605629999999,Asheville,NC
Cornell University,42.4439614,-76.5018807,Ithaca,NY
Virginia Commonwealth University,37.5407246,-77.4360481,Richmond,VA
Virginia Commonwealth University,37.5407246,-77.4360481,Richmond,VA
University of Delaware,39.6837226,-75.74965720000002,Newark,DE
Coe College,41.9778795,-91.6656232,Cedar Rapids,IA
Boise State University,43.6150186,-116.2023137,Boise,ID
Colorado State University,40.5852602,-105.084423,Fort Collins,CO
University of North Alabama,34.79981,-87.677251,Florence,AL
Austin Peay State University,36.5297706,-87.3594528,Clarksville,TN
Texas State University,29.8832749,-97.9413941,San Marcos,TX
Greenville University,38.8922687,-89.41313559999999,Greenville,IL
Pacific University (Oregon),45.5196767,-123.1121017,Forest Grove,OR
University of Texas at Arlington,32.735687,-97.10806559999999,Arlington,TX
Gonzaga University,47.6579711,-117.4235319,Spokane,WA
Long Beach State University,33.7700504,-118.1937395,Long Beach,CA
CSUN,34.0549076,-118.242643,Los Angeles,CA
Calvin University,42.9633599,-85.6680863,Grand Rapids,MI
Midway College (Ky.),38.1511341,-84.6839184,Midway,KY
Hope International University,33.8703645,-117.9242123,Fullerton,CA
Kennesaw State University,34.0234337,-84.6154897,Kennesaw,GA
College of Charleston,32.7833163,-79.9319664,Charleston,SC
Emory & Henry College,37.4315734,-78.6568942,,VA
Arkansas State University,35.835696,-90.7051346,Jonesboro,AR
East Carolina University,35.612661,-77.3663538,Greenville,NC
Sterling College,38.2215637,-98.2089096,Sterling,KS
Tarleton State University,32.2206958,-98.2022633,Stephenville,TX
University of Toledo,41.6528052,-83.5378674,Toledo,OH
U.S. Military Academy,41.3914827,-73.95597210000001,West Point,NY
Western Carolina University,35.3137111,-83.1765333,Cullowhee,NC
Coastal Carolina University,33.8160058,-78.680016,North Myrtle Beach,SC
Wheaton College (Illinois),41.8661403,-88.1070127,Wheaton,IL
UC Irvine,33.6845673,-117.8265049,Irvine,CA
Wofford College,34.9515959,-81.9327167,Spartanburg,SC
Clark University,42.2625932,-71.8022934,Worcester,MA
U.S. Air Force Academy,38.8338816,-104.8213634,Colorado Springs,CO
Carroll University,43.0107836,-88.2291729,Waukesha,WI
"University of Massachusetts, Amherst",42.3732216,-72.5198537,Amherst,MA
Northwestern State University,31.7607195,-93.08627489999999,Natchitoches,LA
Fresno State University,36.7377981,-119.7871247,Fresno,CA
Indiana Wesleyan,40.5583739,-85.6591442,Marion,IN
Auburn University at Montgomery,32.3792233,-86.3077368,Montgomery,AL
Samford University,33.5185892,-86.8103567,Birmingham,AL
Murray State University,36.6103334,-88.31476099999999,Murray,KY
Hope College,42.7875235,-86.1089301,Holland,MI
University of New Mexico,35.0843859,-106.650422,Albuquerque,NM
UC Davis,38.5449065,-121.7405167,Davis,CA
Midland University,41.4333909,-96.49814669999999,Fremont,NE
University of Mary Hardin-Baylor,31.0560132,-97.46445299999999,Belton,TX
Davidson College,35.4993031,-80.8486846,Davidson,NC
Troy University,31.8087678,-85.969951,Troy,AL
Miami University (Ohio),39.5069974,-84.74523099999999,Oxford,OH
University of Chicago,41.8781136,-87.6297982,Chicago,IL
Methodist University,35.0523673,-78.87837739999999,Fayetteville,NC
Middle Tennessee State University,35.8456213,-86.39027,Murfreesboro,TN
Drexel University,39.9525839,-75.1652215,Philadelphia,PA
University of the Pacific (California),37.9577016,-121.2907796,Stockton,CA
Montana State University-Bozeman,45.67931189999999,-111.037259,Bozeman,MT
Nova Southeastern University,26.1224386,-80.13731740000001,Fort Lauderdale,FL
Coppin State University,39.2903848,-76.6121893,Baltimore,MD
Spring Arbor University,42.2050383,-84.55273869999999,Spring Arbor,MI
Pomona-Pitzer Colleges,34.0966764,-117.7197785,Claremont,CA
Northern Illinois University,41.9363339,-88.77185670000001,DeKalb,IL
St. John's University,40.7282239,-73.7948516,Queens,NY
Stephen F. Austin State University,31.6039455,-94.65600400000001,Nacogdoches,TX
Jacksonville State University,33.8137125,-85.76135359999999,Jacksonville,AL
William Jessup University,38.8205884,-121.291831,Rocklin,CA
Roger Williams University,41.6771101,-71.26620249999999,Bristol,RI
Fordham University,40.8447819,-73.8648268,The Bronx,NY
Fullerton College,33.8703645,-117.9242123,Fullerton,CA
University of Connecticut,41.788489,-72.2292913,Mansfield,CT
University of Idaho,46.73238749999999,-117.0001651,Moscow,ID
Linfield College,45.2107513,-123.1944874,McMinnville,OR
Seton Hall University,40.7489277,-74.2609903,South Orange,NJ
South Carolina State University,33.4918203,-80.8556476,Orangeburg,SC
Ohio Northern University,40.7694969,-83.8227148,Ada,OH
Ball State University,40.1936877,-85.3876714,Muncie,IN
Lake Forest College,42.2586342,-87.840625,Lake Forest,IL
Emory University,33.7501275,-84.3885209,Atlanta,GA
UNC Wilmington,34.2103894,-77.8868117,Wilmington,NC
Creighton University,41.2565369,-95.9345034,Omaha,NE
Santa Clara University,37.3541079,-121.9552356,Santa Clara,CA
Milwaukee School of Engineering,43.0389025,-87.9064736,Milwaukee,WI
Northern Arizona University,35.1982836,-111.651302,Flagstaff,AZ
University of South Dakota,42.7794417,-96.9292104,Vermillion,SD
DePaul University,41.8781136,-87.6297982,Chicago,IL
NJIT,40.735657,-74.1723667,Newark,NJ
University of the Ozarks,35.4712243,-93.468612,Clarksville,AR
Springfield College,42.1014831,-72.589811,Springfield,MA
Youngstown State University,41.0997803,-80.6495194,Youngstown,OH
Abilene Christian University,32.4487364,-99.73314390000002,Abilene,TX
University Of Louisiana at Lafayette,30.2240897,-92.0198427,Lafayette,LA
Nichols College,42.0582113,-71.9282781,Dudley,MA
Louisiana Tech University,32.5232053,-92.63792699999999,Ruston,LA
Embry-Riddle Aeronautical University,29.2108147,-81.0228331,Daytona Beach,FL
Gardner-Webb University,35.254292,-81.6670407,Boiling Springs,NC
American River College,38.5781342,-121.4944209,Sacramento,CA
Middlebury College,44.0151433,-73.16695539999999,Middlebury,VT
Pfeiffer University,35.4841631,-80.2838536,Misenheimer,NC
"Concordia University, Nebraska",41.4925374,-99.9018131,,NE
Western Kentucky University,36.9685219,-86.4808043,Bowling Green,KY
Midwestern State University,33.9137085,-98.4933873,Wichita Falls,TX
Eastern Michigan University,42.2411499,-83.61299389999999,Ypsilanti,MI
University of Rhode Island,41.48037910000001,-71.52255980000001,South Kingstown,RI
Texas A&M - Corpus Christi,27.8005828,-97.39638099999999,Corpus Christi,TX
Utah State University,41.7369803,-111.8338359,Logan,UT
University of Tennessee at Chattanooga,35.0457984,-85.3093995,Chattanooga,TN
Georgia State University,33.7501275,-84.3885209,Atlanta,GA
Georgia Southern University,32.4487876,-81.7831674,Statesboro,GA
Roosevelt University,41.8781136,-87.6297982,Chicago,IL
Daemen University,42.9791367,-78.79224239999999,Amherst,NY
Anderson University,40.1051253,-85.6781677,Anderson,IN
Washington University in St. Louis,38.6270025,-90.19940419999999,St. Louis,MO
MIT,42.3736158,-71.10973349999999,Cambridge,MA
Campbell University,35.7595731,-79.01929969999999,,NC
University at Buffalo,42.88644679999999,-78.8783689,Buffalo,NY
Whitworth University,47.7557814,-117.4206549,Spokane,WA
Sam Houston State University,30.7235263,-95.55077709999999,Huntsville,TX
Hendrix College,35.0917506,-92.4366522,Conway,AR
Cleveland State University,41.49932,-81.6943605,Cleveland,OH
Randolph College,37.4137536,-79.14224639999999,Lynchburg,VA
Wesleyan University,41.5623209,-72.6506488,Middletown,CT
University of Saint Joseph (CT),41.7620842,-72.7420151,West Hartford,CT
Georgetown University,38.9071923,-77.0368707,Washington,DC
Villanova University,40.0375832,-75.3491813,Villanova,PA
University of Montana,46.8721284,-113.9940314,Missoula,MT
Birmingham-Southern College,33.5185892,-86.8103567,Birmingham,AL
Mississippi Gulf Coast Comm. College,30.7822362,-89.14278949999999,Perkinston,MS
Bellarmine University,38.2468618,-85.7663724,Louisville,KY
"Southern Illinois University, Edwardsville",38.8114364,-89.95315699999999,Edwardsville,IL
Drew University,40.7598227,-74.417097,Madison,NJ
"University of Wisconsin, La Crosse",43.8137751,-91.25190169999999,La Crosse,WI
Academy Of Art University,37.7749295,-122.4194155,San Francisco,CA
Principia College,38.9561594,-90.35983639999999,Elsah,IL
McNeese State University,30.2265949,-93.2173758,Lake Charles,LA
University of Texas at El Paso,31.7618778,-106.4850217,El Paso,TX
Omaha,41.2565369,-95.9345034,Omaha,NE
Carnegie Mellon University,40.44062479999999,-79.9958864,Pittsburgh,PA
Kansas Wesleyan,38.8402805,-97.61142369999999,Salina,KS
Florida International University (FIU),25.7616798,-80.1917902,Miami,FL
Mississippi College,32.3415342,-90.3217585,Clinton,MS
University of Findlay,41.0391283,-83.6502309,Findlay,OH
Idaho State University,42.8621042,-112.4506191,Pocatello,ID
Seattle University,47.6061389,-122.3328481,Seattle,WA
Western Michigan University,42.2917069,-85.5872286,Kalamazoo,MI
Lamar University,30.080174,-94.1265562,Beaumont,TX
Claremont-Mudd-Scripps Colleges,34.0966764,-117.7197785,Claremont,CA
Johns Hopkins University,39.2903848,-76.6121893,Baltimore,MD
Auburn University at Montgomery,32.3792233,-86.3077368,Montgomery,AL
Wayne State University,42.331427,-83.0457538,Detroit,MI
Trine University,41.6347726,-84.9994088,Angola,IN
Washburn University,39.0473451,-95.67515759999999,Topeka,KS
United International College,25.9799091,-80.2831013,Miramar,FL
University of Central Arkansas,35.0917506,-92.4366522,Conway,AR
Bethel University,44.9537029,-93.0899578,Saint Paul,MN
Valdosta State University,30.8328597,-83.2771957,Valdosta,GA
Lynn University,26.3683064,-80.1289321,Boca Raton,FL
Macalester College,44.9537029,-93.0899578,Saint Paul,MN
Covenant College,34.9775757,-85.35773630000001,Lookout Mountain,GA
Hamline University,44.9537029,-93.0899578,Saint Paul,MN
Eastern Kentucky University,37.7478572,-84.2946539,Richmond,KY
Florida Southern College,28.0394654,-81.9498042,Lakeland,FL
Babson College,42.296797,-71.29238769999999,Wellesley,MA
University of West Florida,30.42130899999999,-87.2169149,Pensacola,FL
University of North Dakota,47.9252568,-97.0328547,Grand Forks,ND
Rollins College,28.5999998,-81.33923519999999,Winter Park,FL
University of Dayton,39.7589478,-84.1916069,Dayton,OH
University of Incarnate Word,29.4251905,-98.4945922,San Antonio,TX
Valparaiso University,41.4730948,-87.0611412,Valparaiso,IN
Quinnipiac University,41.3838782,-72.9026064,Hamden,CT
Eastern Washington University,47.4868989,-117.5759469,Cheney,WA
Illinois State University,40.5142026,-88.9906312,Normal,IL
Dallas Baptist University,32.7766642,-96.79698789999999,Dallas,TX
Frostburg State University,39.6581424,-78.92835699999999,Frostburg,MD
Benedict College,34.0008322,-81.035147,Columbia,SC
"University of Wisconsin, Eau Claire",44.811349,-91.4984941,Eau Claire,WI
John Brown (Ark.),36.1859196,-94.54156429999999,Siloam Springs,AR
"U.S. Merchant Marine Academy, Kings Point",40.8198231,-73.7351316,Kings Point,NY
LeTourneau University,32.5007037,-94.74048909999999,Longview,TX
Brescia University,37.7719074,-87.1111676,Owensboro,KY
Oakland University,42.6875323,-83.2341028,Auburn Hills,MI
Catawba College,35.6709727,-80.4742261,Salisbury,NC
University of Illinois at Springfield,39.7305338,-89.6176711,Springfield,IL
Stony Brook University,40.9256538,-73.1409429,Stony Brook,NY
Colby-Sawyer College,43.4284925,-71.97569899999999,New London,NH
Amherst College,42.3732216,-72.5198537,Amherst,MA
Saint Leo University,28.3372251,-82.2584191,Saint Leo,FL
"University of Wisconsin, Superior",46.7207737,-92.10407959999999,Superior,WI
Mount San Antonio College,34.0202894,-117.8653386,Walnut,CA
West Chester University of Pennsylvania,39.9606643,-75.6054882,West Chester,PA
Tufts University,42.4184296,-71.1061639,Medford,MA
Southeastern Louisiana University,30.5043583,-90.46119949999999,Hammond,LA
George Washington University,38.9071923,-77.0368707,Washington,DC
University of Missouri–Kansas City,39.0997265,-94.5785667,Kansas City,MO
Lindenwood University,38.7881062,-90.4974359,Saint Charles,MO
Southern Arkansas University,33.2893601,-93.2361325,Magnolia,AR
Belmont University,36.1626638,-86.7816016,Nashville,TN
Fairfield University,41.1408363,-73.2612615,Fairfield,CT
Duquesne University,40.44062479999999,-79.9958864,Pittsburgh,PA
Wheaton College (Massachusetts),41.9667703,-71.1869963,Norton,MA
Lees-McRae College,36.1631817,-81.8715019,Banner Elk,NC
"University of Wisconsin, Milwaukee",43.0389025,-87.9064736,Milwaukee,WI
Fairleigh Dickinson University,40.8845222,-74.00798209999999,Teaneck Township,NJ
Point Loma Nazarene University (Calif.),32.715738,-117.1610838,San Diego,CA
Lehigh University,40.6259316,-75.37045789999999,Bethlehem,PA
North Carolina Central University,35.9940329,-78.898619,Durham,NC
Bowling Green State University,41.3747744,-83.6513229,Bowling Green,OH
University of Nebraska at Kearney,40.7001492,-99.1001239,Kearney,NE
Shawnee State University,38.7317431,-82.9976742,Portsmouth,OH
Copiah-Lincoln Community College,31.701277,-90.3975928,Wesson,MS
"University Of Texas, Rio Grande Valley",26.3017374,-98.1633432,Edinburg,TX
St. Francis University (Pennsylvania),40.5031263,-78.630296,Loretto,PA
St. Mary's University (Texas),29.4251905,-98.4945922,San Antonio,TX
Marquette University,43.0389025,-87.9064736,Milwaukee,WI
Gordon College,42.604261,-70.8911612,Wenham,MA
Missouri State University,37.2089572,-93.29229889999999,Springfield,MO
Lubbock Christian University,33.5772284,-101.9347438,Lubbock,TX
Jackson State University,32.2981392,-90.18065,Jackson,MS
UNC Greensboro,36.0725632,-79.791534,Greensboro,NC
Freed-Hardeman University,35.4408398,-88.6363382,Henderson,TN
William Carey University,31.3271189,-89.29033919999999,Hattiesburg,MS
Hillsborough Community College,27.9516896,-82.45875269999999,Tampa,FL
Goucher College,39.4089372,-76.59238239999999,Towson,MD
University of Central Oklahoma,35.6528323,-97.47809540000002,Edmond,OK
University of St. Thomas,44.9537029,-93.0899578,Saint Paul,MN
Augustana University,43.5460223,-96.731265,Sioux Falls,SD
University of West Alabama,32.5843025,-88.1872475,Livingston,AL
University of Charleston (West Virginia),38.3498195,-81.6326234,Charleston,WV
Bryant University,41.9220496,-71.54951009999999,Smithfield,RI
Bradley University,40.6936488,-89.5889864,Peoria,IL
Bucknell University,40.9645293,-76.8844101,Lewisburg,PA
St. Scholastica (Minn.),46.78667189999999,-92.1004852,Duluth,MN
Baldwin-Wallace College,41.3661614,-81.8543026,Berea,OH
Transylvania University,38.0389091,-84.5152662,Lexington,KY
Presbyterian College,34.4726276,-81.88065619999999,Clinton,SC
Endicott College,42.5584283,-70.880049,Beverly,MA
Northwestern College (Iowa),43.0072087,-96.0583523,Orange City,IA
Trinity University (Texas),29.46263700000001,-98.4818289,San Antonio,TX
University of Puget Sound,47.2528768,-122.4442906,Tacoma,WA
Lindsey Wilson College,37.102841,-85.3063504,Columbia,KY
Hampton University,37.0298687,-76.34522179999999,Hampton,VA
Indiana University of Pennsylvania,40.6214551,-79.15253489999999,Indiana,PA
Thomas More University,39.0224036,-84.57246649999999,Crestview Hills,KY
Concordia University Wisconsin,43.2159232,-88.0314174,Mequon,WI
Washington and Lee University,37.78402080000001,-79.4428157,Lexington,VA
Wingate University,34.9843176,-80.4492319,Wingate,NC
Western Illinois University,40.4592076,-90.67179709999999,Macomb,IL
Concordia University Irvine,33.6845673,-117.8265049,Irvine,CA
Grand Valley State University,42.97218609999999,-85.95402179999999,Allendale Charter Township,MI
Saddleback College,33.5968913,-117.6581562,Mission Viejo,CA
Otterbein University,40.1266689,-82.9318807,Westerville,OH
Tabor College,38.3519555,-97.20447229999999,Hillsboro,KS
Hofstra University,40.7048242,-73.65012949999999,West Hempstead,NY
Oxford College of Emory University,33.6190031,-83.8674051,Oxford,GA
"University of Wisconsin, Stevens Point",44.52357920000001,-89.574563,Stevens Point,WI
Utah Tech University,37.0965278,-113.5684164,St. George,UT
Hanover College,38.7143539,-85.4614486,Hanover,IN
Cameron University,34.6035669,-98.39592909999999,Lawton,OK
Saint Louis University,38.6270025,-90.19940419999999,St. Louis,MO
Eckerd College,27.7671271,-82.6384451,St. Petersburg,FL
Marion Military Institute,32.6323536,-87.3191655,Marion,AL
Dominican University of California,37.9735346,-122.5310874,San Rafael,CA
Virginia State University,37.4315734,-78.6568942,,VA
University of Tampa,27.9516896,-82.45875269999999,Tampa,FL
Loyola University (Maryland),39.2903848,-76.6121893,Baltimore,MD
Southeastern Oklahoma State University,33.9924186,-96.39712329999999,Durant,OK
Oral Roberts University,36.1539816,-95.99277500000001,Tulsa,OK
St. Olaf College,44.4582983,-93.161604,Northfield,MN
Williams College,42.71126330000001,-73.1994775,Williamstown,MA
Georgia College,33.0801429,-83.2320991,Milledgeville,GA
Tennessee Wesleyan College,35.4428512,-84.5929898,Athens,TN
Alabama A&M University,34.7303688,-86.5861037,Huntsville,AL
Illinois Wesleyan University,40.4842027,-88.99368729999999,Bloomington,IL
Saint Bonaventure University,40.7127753,-74.0059728,New York,NY
Bowdoin College,43.9129612,-69.97619619999999,Brunswick,ME
Florida A&M University,30.4381828,-84.28062349999999,Tallahassee,FL
"University of Hawaii, Hilo",19.7216023,-155.084887,Hilo,HI
Nicholls State University,29.7957633,-90.82287099999999,Thibodaux,LA
Northwood University (Mich.),43.6155825,-84.2472116,Midland,MI
Colgate University,42.8270136,-75.5446238,Hamilton,NY
Alabama State University,32.3792233,-86.3077368,Montgomery,AL
University of Louisiana at Monroe,32.5093109,-92.1193012,Monroe,LA
Emerson College,42.3600825,-71.0588801,Boston,MA
Orange Coast Community College,33.6638439,-117.9047429,Costa Mesa,CA
Lee University,35.1595182,-84.8766115,Cleveland,TN
Newberry College,34.2745833,-81.6187178,Newberry,SC
Angelo State University,31.4637723,-100.4370375,San Angelo,TX
Mesa Community College,33.4151843,-111.8314724,Mesa,AZ
Slippery Rock University of Pennsylvania,41.2033216,-77.1945247,,PA
Case Western Reserve University,41.49932,-81.6943605,Cleveland,OH
Itawamba Community College,34.2739933,-88.40921329999999,Fulton,MS
George Mason University,38.84622359999999,-77.30637329999999,Fairfax,VA
Rockhurst University,39.0997265,-94.5785667,Kansas City,MO
Coker College,34.3742857,-80.07333129999999,Hartsville,SC
Tiffin University,41.1144992,-83.1779746,Tiffin,OH
Doane College,40.6252173,-96.9615141,Crete,NE
University of Montevallo,33.1006746,-86.86415579999999,Montevallo,AL
St. Thomas Aquinas College,41.0299672,-73.9282607,Sparkill,NY
St. Ambrose University (Iowa),41.5236437,-90.5776367,Davenport,IA
Maryville College (Tenn.),35.7564719,-83.9704593,Maryville,TN
Brandeis University,42.3764852,-71.2356113,Waltham,MA
"Louisiana State University, Alexandria",31.3112936,-92.4451371,Alexandria,LA
Towson University,39.4014955,-76.6019125,Towson,MD
"University Of Texas, Permian Basin",31.8456816,-102.3676431,Odessa,TX
Jacksonville College,31.963778,-95.27050419999999,Jacksonville,TX
Missouri Western State University,39.7674578,-94.84668099999999,Saint Joseph,MO
University of Southern Indiana,37.9715592,-87.5710898,Evansville,IN
Arkansas Tech University,35.278116,-93.13370069999999,Russellville,AR
Kentucky Wesleyan College,37.7719074,-87.1111676,Owensboro,KY
Eastern Florida State College,28.0836269,-80.60810889999999,Melbourne,FL
Lees-McRae College,36.1631817,-81.8715019,Banner Elk,NC
Marist College,41.7003713,-73.9209701,Poughkeepsie,NY
Evangel University,37.2089572,-93.29229889999999,Springfield,MO
Carson-Newman University,36.122311,-83.492396,Jefferson City,TN
California Institute of Technology,34.1477849,-118.1445155,Pasadena,CA
Central College,41.4080327,-92.91640500000001,Pella,IA
Lindenwood University,38.7881062,-90.4974359,Saint Charles,MO
Catholic University of America,38.9071923,-77.0368707,Washington,DC
